Date,ACIW,ACLS,ADBE,ADI,ADP,ADSK,AGYS,AMD,ASGN,AZPN,BBSI,BHE,BLKB,CACI,CAMP,CDNS,CEVA,CHKP,CMTL,CPSI,CRM,CRUS,CSGS,CTSH,CVG,CW,DDD,DIOD,DMRC,DOV,DOX,EA,ETN,FORM,GHM,HHS,HSII,HSTM,INTC,IPG,ITW,IVAC,JBL,JKHY,JNPR,KAI,KELYA,KFRC,KFY,LECO,LPSN,LRCX,MAN,MCHP,MDRX,MGRC,MIND,MPWR,MRVL
2019-06-12,600000,172300,1313700,1506600,1076000,901800,42100,56298700,213800,231600,37500,179400,188300,219800,5483,2270900,133900,514500,104300,73664.0,7161300,277200,112600,3380200,403.0,289700,1704300,176900,47800,433500,564700,2579200,1328200,352700,8500,100,64700,99700,15900600,4284800,1254900,18100,814700,288900,2776000,43200,161400,64500,245900,440900,435400,2686300,689000,2874600,1108300,64200,221,203600,7899700
2019-06-13,509300,312800,1696400,1696200,1205200,1121400,51700,63556000,229300,294200,33200,220600,134700,229100,9561,2336200,139400,771300,187000,100138.0,5173800,275000,83900,6092600,0.0,202100,1259200,158300,87700,874600,512300,2526800,1487100,173100,12100,400,53600,66100,12267600,1869800,844300,11500,809700,405200,2530600,94100,390900,90500,528900,654300,292400,1648400,423700,5221000,1136700,46500,102,208500,8078600
2019-06-14,641300,266600,2262800,2327200,1458600,1573800,102500,70373000,351800,321600,32800,195500,104100,207100,8330,2064300,97400,695000,122500,71175.0,6248200,492200,112000,5452000,605.0,411700,1263000,163900,106200,432700,462400,3297400,1380700,388400,13600,2000,60200,66600,15381100,1962900,1090500,29700,946100,200000,2449000,73100,231100,91900,223100,329300,432300,2187600,452500,6846000,1080900,46500,459,358500,5691300
2019-06-17,742100,141700,2254200,1859200,1213200,1423300,112900,70865700,231800,292700,38100,262700,309400,216900,10252,2149900,88300,530500,116800,68188.0,4491800,509500,137700,3932000,0.0,276000,1701500,270500,82800,429900,471200,2431900,1315700,280700,53900,100,72200,102100,12643300,2269300,782200,45200,883800,203200,4755500,107400,104100,138600,324000,380600,565100,1972200,820900,3902000,876800,50100,1637,200900,5066400
2019-06-18,791500,165600,4529300,3190000,1716500,1427800,102600,86444500,224300,608900,106500,202800,209000,281400,18639,2226700,104200,814000,307600,85332.0,7317800,516100,165600,4883700,907.0,189600,1104800,374200,86000,642700,491100,3955900,1732100,299600,13400,7700,106000,88400,25732300,3144500,1074100,20400,1695600,453700,2768700,60200,126600,130000,500500,496000,344300,2369800,659800,6121800,1282200,53600,408,368100,8869000
2019-06-19,904600,83000,9738600,2474500,1153100,2892600,117200,63233900,123400,241200,54500,550200,202400,311000,12365,3280200,105000,719100,160300,78037.0,8095300,281700,210600,7179100,0.0,143200,785400,280700,245400,609200,937000,2795300,2498600,169000,22100,200,94400,67200,17436400,2868000,890300,2700,4385400,423700,2303200,58300,78400,112100,423000,352700,493900,1233900,458800,3662200,1844100,138900,93,283700,5964200
2019-06-20,695800,116900,5632500,2437100,1192100,2739900,67700,72418200,160100,432200,54700,225100,224000,320000,11287,3027700,100500,844000,90600,63671.0,10153600,368500,234100,8717300,0.0,223300,889500,294600,227500,954700,724200,2578300,4201200,133700,13500,1500,133100,70700,20126800,2919200,1051200,22800,1821600,324400,3102100,80100,69500,98800,697600,383200,696900,1126800,478800,3224400,3240300,134700,50,186800,8621500
2019-06-21,2018700,189300,4015500,4351300,2437000,3079900,161600,81861300,462100,390900,58700,402100,650500,509700,22522,2885700,177100,1426500,323200,173327.0,9706900,792900,287600,8774100,0.0,399300,5165900,975100,361300,1344000,948800,6237400,4828400,390600,40600,1700,248000,186200,31096300,7840900,1484300,9600,2548700,411700,11085900,272800,445600,249200,3393200,880400,754100,1991600,762900,6570400,3434300,247200,117,410800,11021400
2019-06-24,521700,111300,2868900,2052100,1514800,2507700,64200,55724800,219100,265800,54800,299200,159700,375500,13070,1960700,101000,577100,139100,160887.0,6378200,488700,192000,5614800,403.0,182000,2373300,198500,151000,656000,408300,5066800,2754800,234300,41700,1600,145800,86700,14479900,1812800,1062800,7600,2063800,358700,2937200,43800,132500,202700,825300,288800,515300,1678400,440700,3635800,2077100,87800,62,256700,6229800
2019-06-25,736400,121700,4638500,2516200,1555800,2368300,73800,53680900,221000,371600,37200,355100,229000,388700,16135,2035200,81900,805600,168100,309942.0,7362500,548400,243200,4004900,101.0,186500,1492700,322200,145900,709200,475100,3364000,3184200,160400,48200,1200,150800,86100,16665600,2749900,1085200,22500,1231600,226200,1980400,83800,102500,129000,589300,265000,406800,2079900,494600,4430400,1904600,146300,113,352300,6013700
2019-06-26,580300,169900,2896800,3823400,1271600,1157300,132900,65064200,349800,375500,67900,272200,190700,300000,11878,1798100,74100,536000,93200,116395.0,5844900,364000,161200,2341500,202.0,275300,1066300,633400,79800,596300,1026000,2827100,1859200,220500,31900,4000,119200,155200,21886300,2819800,1368200,29000,1233600,391900,3642000,30000,93500,95400,423600,319200,860200,1994100,481500,4969200,1316200,73800,26,535600,10674000
2019-06-27,430000,221600,2596800,2054000,1417900,1624000,93200,55623300,610100,556300,72800,241200,266700,377600,38717,1451900,104900,746300,158400,86356.0,6832800,668000,202400,2938100,504.0,496000,1059600,339300,104800,788200,257700,2907700,2214700,291000,15800,11200,169100,151200,23062900,2690200,811800,38700,1004900,480400,2417900,69300,136500,141800,373700,342500,449500,1891200,597900,4601800,1294400,72700,23,459000,6706200
2019-06-28,1773500,353700,2648300,6136800,1947000,4849700,749200,50090900,911900,624200,93900,905100,700600,3220600,156330,3560800,125000,829100,312700,445393.0,6936600,875900,518700,10908500,403.0,799700,2538600,758500,200500,1917000,1404000,5185200,3083500,731500,38200,14500,776900,847900,26646200,7033200,1616000,21500,2408700,887900,3375400,238200,463300,167100,539900,623000,1169200,2336700,923300,12360200,2553900,505700,303,757400,14472400
2019-07-01,736500,223700,2619500,2586300,1623600,2262200,157600,60275900,528300,357500,86200,240500,306900,510300,35109,2043100,85100,907800,141500,120984.0,6476400,843700,236400,3010300,563.7664233576643,391800,1494600,571100,205100,1569900,555200,3447500,2299900,368800,10100,6900,113800,126700,27423300,4366400,1041800,32500,1727100,376300,2925300,78800,138800,127900,555800,355100,534700,2365200,375300,8118600,1480300,99500,19,506100,14277800
2019-07-02,463000,125400,1816600,1357300,17110800,862200,62900,37721700,384500,300800,32100,156100,135600,554000,28126,1966400,137400,699400,109800,95852.0,4736300,500600,192300,2890900,605.0,411300,1271200,264900,125300,1508200,757400,3934200,2848200,260700,6300,4300,83000,97000,15381600,6047000,898500,48000,1017200,469600,2711100,59500,131400,93200,417200,395500,349700,1526300,510800,4317200,1164400,57400,17,317900,6300500
2019-07-03,193700,48200,1585300,1444500,1938800,852800,30900,23462000,156600,506500,29400,96100,85400,383900,11687,1854900,90300,454100,59900,111522.0,3885400,196700,72500,2744800,806.0,94400,594400,233300,57700,643500,415800,4659700,1082000,148400,1300,4100,56000,96600,10739100,1785300,688500,41200,2312100,205400,1603200,30400,96400,53400,224900,169600,187700,1048000,221700,1867400,1115100,16200,32,635800,7971000
2019-07-05,452800,72900,2872700,1022100,2001700,1233400,53800,34011900,191800,189200,27900,270900,99000,175500,25117,1244800,85600,642000,189800,72602.0,3940900,252000,136100,3056100,1000.0,143800,1184100,278400,83900,1019100,517400,11794100,1322700,176800,1400,2500,68700,188300,14339200,3904300,1063400,75200,1333100,239000,1807900,29800,59100,81000,608400,165500,239500,1953700,360100,2536400,1044800,95900,63,202300,5074000
2019-07-08,747100,95200,1909200,1790500,1108700,1766300,54800,49689400,342500,277200,28700,211600,153400,215800,20209,1341900,139800,664000,88100,45345.0,4717400,1491000,106200,3099600,500.0,243400,818000,313400,77200,731600,783500,4512600,1339000,419200,9800,1000,94700,98600,16564300,3386900,1033500,42500,1479200,417300,5593100,43100,55100,135300,682200,264100,414400,1496500,530300,2715400,1499500,68900,1018,206900,4879600
2019-07-09,863900,137100,1644300,1952600,1703000,1257400,58900,61419800,386600,310800,30100,311700,154900,287600,15187,1918200,80000,971000,108300,59454.0,4979100,642200,168700,3463500,300.0,336800,1264200,373000,82900,1003300,499500,4747000,3711800,543500,3700,1000,76500,125100,17853200,2762800,1456100,28200,1105800,281400,3345200,32500,179300,79400,488300,294600,437000,1743800,680700,3582600,1159300,65800,1149,216600,6013300
2019-07-10,787600,143200,1954100,1762000,1730000,1419100,134300,60388400,242400,401300,43200,147600,134400,196100,11287,1738900,144100,666900,67100,46936.0,4966300,308300,193100,3521800,300.0,379900,893400,344900,94500,993300,961000,4561600,2177500,175000,12900,6400,93400,97600,16032300,3264800,1255000,53800,1022100,370500,3098500,140800,119100,119700,318400,268000,449000,1778200,553000,2760600,852200,74200,82,276300,7479500
2019-07-11,377300,114500,1951500,1414200,1958500,1111200,92600,63081800,218000,422100,34100,413600,212800,282300,12348,1904200,95600,1172700,64800,93780.0,7083200,351700,165600,3204200,900.0,242700,1135400,495800,81200,1140400,497800,3320700,2869200,166400,6400,700,76700,78300,16615100,3003000,1308200,149100,1014600,332400,2524000,66500,73100,91800,411400,374200,859900,1613200,1099100,3666800,1254000,55600,2576,321900,6004300
2019-07-12,432700,140600,1624800,2139300,2239500,1224400,89800,51509700,241300,406400,33300,140900,197000,216400,21387,1786200,64700,822500,68900,76225.0,4348000,368000,138200,2787400,900.0,311000,2176000,384300,98100,854900,512800,2657600,2058500,172400,8100,5200,59800,93100,20148700,2409600,1184200,32000,696600,397800,2490800,59300,91700,126100,406600,629100,547400,1975000,642800,3164800,982800,97300,1227,241000,5473500
2019-07-15,289700,192000,1161600,1228300,2064500,812500,77300,65565200,314100,326400,32000,169300,196600,344800,11561,1483900,48900,1164700,96700,56529.0,3603700,376200,159100,3170500,1100.0,301700,916500,336600,73100,644300,532700,2816900,1988400,101700,54300,1300,79000,71600,14345100,1938900,869800,83400,701000,322000,2273200,56300,211300,56900,304600,565400,657200,1009200,515000,3007000,1401700,109400,50,181700,9393100
2019-07-16,396500,172200,1838700,2007400,1898700,1076000,89700,66912700,320000,460900,38400,168800,182100,170400,10304,1924500,53700,1110700,74300,71309.0,6913100,464000,191600,2262000,1100.0,182600,861900,539400,78200,651700,714600,6090200,2163100,198500,26800,600,90500,97600,17131400,2955700,1512900,86200,617800,261500,2978800,39700,94700,65200,298500,644500,553500,1109100,628100,3217400,2974600,103600,390,242300,6720000
2019-07-17,661400,271600,2298100,1545000,1885100,1102600,89200,42557900,251900,323100,48300,215400,269900,160800,11757,1778300,64000,1012600,87900,80166.0,4160500,506600,189000,2820000,200.0,430600,1165400,388200,136800,1346000,583600,3097400,1705900,147000,16900,800,87000,81700,11928600,2957200,1273000,150700,789500,216100,2383800,45900,107200,76600,439400,704900,525200,1579600,558400,2364600,1910800,71400,338,216200,10488500
2019-07-18,230300,162300,1597200,2245000,1500700,904300,52100,58473900,306000,250200,28100,195000,165900,139800,11270,2865800,79300,746300,55700,79692.0,3724000,590000,293000,2480100,100.0,189500,1118100,461500,75400,1961900,690300,4105700,2721600,152000,117600,800,55100,88400,15671600,4053300,955400,434500,927800,401200,2273500,66700,64600,125200,458600,522000,499600,2108800,784300,2874200,950400,76400,293,205500,9968900
2019-07-19,507300,186100,2100200,1558600,1434600,1155900,62300,44617700,226300,299500,17500,192200,140400,198400,12770,2148100,87900,792600,99400,81993.0,5218800,554900,140700,4094800,300.0,200500,956600,303600,144100,1184400,473400,3676400,2380400,236600,18600,100,103100,151600,29141100,3139700,1402700,49200,913000,442500,3138600,36200,156000,175100,510500,567500,524600,1531800,1370800,3855800,1538200,55900,367,272900,7402000
2019-07-22,434000,192500,1336400,1667000,1423100,1072300,92900,37777300,249600,307900,57500,146500,146900,151600,14483,3769900,62800,724100,75700,136876.0,2909500,641500,259800,3288700,400.0,177800,1369000,874200,89900,1277800,572400,3200000,1699500,159600,13700,200,209100,107900,21688000,4409900,994100,97300,761100,419400,3353700,71200,106000,77400,337700,443300,483500,2357500,882200,3053600,3061300,89200,52,244100,7107900
2019-07-23,400900,184000,1826800,2307800,934600,952300,69700,38532500,309300,220100,44200,150800,180100,169500,21183,3923700,214700,1059000,94900,87758.0,4865800,549900,106400,3460200,1000.0,180400,1248000,391100,125100,1318500,679000,2428900,2702600,248000,14900,600,169100,154300,18413500,7448700,1874700,35600,786600,329300,2734700,37600,121800,81100,563600,1545300,521900,1949800,638600,3531400,1654800,161200,47,254900,6782400
2019-07-24,823300,502700,1458800,4240300,2063300,1086400,90400,41952300,686900,269100,36800,351100,199300,147800,19226,2229200,216200,2750800,125200,164333.0,4110500,525700,318300,4183100,400.0,216500,1590800,823900,177400,1047600,382200,2137100,2009900,249600,11100,900,182100,136600,20896400,3247700,1427400,50800,1040400,560500,2912300,56900,213500,142500,687500,561700,499500,3140800,579100,8132000,3489300,74100,11,377900,15198100
2019-07-25,680700,289800,1378500,2675400,1305100,1591000,105600,36705600,720300,207700,39900,458600,229400,147000,20009,2296200,135900,1126500,107800,54983.0,6934500,592400,244100,2437700,400.0,163100,1346900,659600,306000,1179800,299400,2891200,2180300,224100,10300,100,126600,119400,27765400,4112900,2054400,62600,875000,406000,5450100,51100,106100,109000,406300,669800,331200,2084400,687900,3347400,1828500,63000,16,211300,15639200
2019-07-26,786300,143500,1507800,1372900,1035500,1159200,132800,43502800,406500,249400,46300,347900,195500,183600,10322,1948000,122300,925400,109300,126358.0,4979100,566600,182400,1711000,400.0,173600,1260900,502400,196100,631600,312500,2281400,1783700,292400,27700,1000,82200,119400,36401500,2417100,2869100,33600,781700,368800,5335000,86100,122900,85200,303700,340900,262000,1124900,584000,2339200,1444800,56500,123,174900,7531500
2019-07-29,503800,124300,2778400,1694700,1066000,1930100,114600,45922000,253600,359500,44600,221800,251900,142200,8652,1427300,71100,1207400,84700,101012.0,8880500,291500,329100,2369700,100.0,150000,932300,434200,122200,557300,281700,5162900,2472500,278100,9600,4600,176200,188600,21897500,3263900,1697600,44400,801900,301200,3056300,96200,109100,113300,391800,406100,588200,1092100,496200,3435200,1041700,67600,645,159300,4842600
2019-07-30,754000,254400,2158000,1163000,1934100,1036500,90500,72198900,397600,342300,27900,273000,274200,135800,8470,1153600,61300,964300,127400,181343.0,4241600,772100,145500,2776500,100.0,189400,1354000,578200,120200,624500,616700,5666000,3136800,332100,15200,1000,223100,175800,16487700,2225000,1552200,144300,762200,344200,2467500,69800,195400,160700,520800,478300,439100,956000,357200,4210800,2114700,189600,302,193100,7175400
2019-07-31,733200,236400,3066900,2460100,4170900,1676100,177000,119190000,338700,466400,38600,326300,865300,188600,10161,1660400,106300,1225100,155500,156217.0,7454200,1138200,242500,5583000,400.0,267900,1747700,1258100,104500,913500,595600,11152800,4566400,585600,55600,4200,178500,202300,24169800,4601900,1182300,101100,1169300,520800,3370500,186200,267000,251000,368900,622900,1575100,2652500,503700,5266000,2614300,451400,1016,517900,9769100
2019-08-01,879000,391700,3210200,2978600,4099000,2680300,145300,80878900,351300,542900,43800,254600,396400,155100,13904,2114200,89200,1317600,174700,130711.0,26124700,3521400,182000,6183300,200.0,274200,1645200,1725600,101400,1113800,699100,5870300,3125000,655900,26600,100,117800,208600,34020800,3232300,1709700,48900,1353700,354100,3287900,79500,195500,200300,287500,436100,2471200,2974900,544400,5248200,2712500,107400,672,584800,11023000
2019-08-02,592900,216000,3400900,2717700,2873700,3830700,97300,60410900,209800,463100,32800,221500,282600,124300,16157,1802400,65600,1093100,80400,74088.0,13138900,1589600,127000,5801800,1100.0,221500,1328200,607600,77500,879700,600200,2764900,2683500,313800,21700,2400,102400,121400,27881600,2705600,1761300,37000,967800,264600,2984200,51200,144000,162100,330400,383000,1124800,2424600,245000,7086200,2076800,82100,376,274900,8322000
2019-08-05,943300,209800,4292600,3642300,4644800,3382200,157400,74333200,352300,797000,77000,369600,333100,183200,17161,2771300,80200,1598100,74900,115745.0,13070100,1772900,230900,4304100,563.7664233576643,260100,1808700,1383200,113200,1108500,617400,5117100,3098500,418200,18200,500,135000,182600,38936600,4245700,2016200,34000,1142000,607900,4603600,81700,151100,170200,308300,538300,1746300,2282500,585200,8928200,2607400,62300,96,478200,10797900
2019-08-06,855600,229500,2552100,2868500,2113900,2234200,150400,60578400,264800,499700,35700,313100,216600,150600,17317,2132700,57100,1439400,118400,73108.0,6694000,1363300,178400,3715400,700.0,286000,1207100,1206200,83500,789300,753400,3604500,2404300,362400,18100,1000,80700,162200,26119600,3594500,1536000,31200,787900,381100,3925500,43900,172400,185700,368800,368100,1340500,2003700,380600,8469800,1533100,122900,206,234000,10110300
2019-08-07,752900,328000,2196700,2048700,2139100,1790600,288200,58577500,265400,625000,204000,233900,276700,171700,18630,2122700,84100,838900,92000,338041.0,7635500,1174200,187200,3068200,300.0,259800,2461200,663100,60000,926600,727200,4498100,3220400,245300,23000,2300,66300,131800,29440400,4391000,1393400,13900,710400,403800,2335000,45000,212600,135900,334100,470600,1551200,2144300,394900,7966400,1822000,61300,64,227100,10635900
2019-08-08,1364600,312900,2506000,1837600,2306700,3198600,307100,167278800,352200,1336100,88400,234500,471600,215400,11639,1980800,289800,1053100,77900,166877.0,8670300,1118300,522300,2938900,0.0,382900,6093200,370300,107900,958000,976400,3849300,1879000,219200,15600,3600,87100,150300,30643700,2540500,970300,45900,830500,297100,2780000,34900,314700,87900,409000,437800,2026100,1732700,471500,4087400,3537400,70800,29,329700,9301900
