Date,XOM,CVX,COP,SLB,EOG,MPC,PSX,VLO,WMB,BKR,OXY,HES,HAL,KMI,MRO,PXD,APA,DVN,FANG,FTI,HFC,NOV,COG,MUR,NBLX,OKE,HP,NBR,PDCE,MTDR,RIG,SWN,AR,CHK,CNX,CRK,CDEV,SM,RRC,QEP,GPOR,CLR,WLL,OAS,LPI,CPE,SBOW,REI,TPL,OVV,WES,PAA,PSXP,DCP,HESM,ENLC,ETRN,AM
6/21/2019,23108100,14287900,9147100,16111400,4052500,11668300,6129800,6568500,9916500,7018100,10298500,3357000,19469700,20937100,13234100,1819500,5130900,6676700,2484200,7293216,,6418500,,1980900,,3847100,2077200,360116,,2745000,17785800,23349400,11688100,,6283100,492800,,2822900,10565700,,,,,,,586930,32600,1763200,5100,2933220,2039700,3517100,,,306700,3315400,3424000,16810400
6/24/2019,10011800,5542600,3701800,9348100,2311500,5949400,2360800,2558000,6609100,3145700,9648100,2402900,17465300,9477900,8721600,1174900,2658100,5202100,1380200,3897466,,4084000,,1453900,,2389200,1021800,286650,,2225500,13807900,17978200,9232600,,3562600,388000,,2654200,8525900,,,,,,,550130,11600,661800,12700,3762780,949600,2181500,,,92700,1329700,1825100,7219600
6/25/2019,9740000,4713300,5024000,7969100,2641900,5471700,3343800,3278500,6368600,2885700,4574900,2126900,8246600,18208400,9211800,1054500,3739100,4782200,1302600,5686464,,4438000,,2074800,,1389200,1196000,276160,,2766300,14711600,25061700,15291300,,5934900,278300,,2895800,8571700,,,,,,,511030,10500,585700,11000,4000360,2141600,2426500,,,233300,2034900,1896200,9693700
6/26/2019,11365500,5054800,9509900,8362900,3422300,9095600,3816200,5154200,8269300,3669700,7025100,3620900,14331500,13960600,10871800,1415400,3576000,6219400,1645400,3762528,,3726800,,2025600,,1483700,1092000,298442,,2151900,20290900,16303800,11416400,,6405800,344000,,2558000,5274600,,,,,,,564480,17700,1275400,22200,4731280,959800,1863100,,,519100,1336200,1850400,6075300
6/27/2019,8147800,3551700,6004700,6417500,2112400,7700200,2086400,2408500,6886300,3301900,5387200,2116200,9923000,16180200,7430900,985100,2559200,4934200,1005600,2397427,,3233200,,2115900,,1261000,772100,289458,,2037800,11917600,12479000,6756200,,4037300,591900,,2504100,5322100,,,,,,,544950,17700,1334000,7400,3523400,669900,1138300,,,654100,1399000,2275300,3787400
6/28/2019,14781300,7048300,6108800,9742700,3735900,10298700,4442600,3248200,8299800,9899300,6752100,3370900,36268900,15049100,10205400,3007000,3426400,8134800,1633900,3935904,,5070500,,3024200,,2657200,1053900,1054348,,7723400,15577000,20808600,12575800,,27824200,2134700,,14234600,6689600,,,,,,,928310,48100,2864900,6300,3427440,833900,1089300,,,117200,2141900,3831900,18079900
7/1/2019,11437900,5526900,6272200,13048500,2355200,8054200,2668700,4558900,5511900,4256600,7251200,2493000,11586900,9671800,9175200,1474200,3664000,4932400,1467900,5437690,,6277600,,2724400,,2278300,1081000,326094,,2722000,16084300,26665400,7072100,,4412600,974200,,4659800,8574600,,,,,,,644560,21500,699900,21200,4161420,464500,1519800,,,246100,1666800,1841200,5059800
7/2/2019,10475400,5747700,8132300,8732500,5193200,6677400,4112200,7182100,6771300,6348600,10160700,2130500,14286700,8805300,11173700,2079400,4430400,9228000,1834000,4710451,,4234900,,2284900,,2044600,1661700,259872,,2203600,16172300,29383300,9864600,,4762700,454500,,6761800,10938700,,,,,,,626150,23900,619100,18100,5247800,472300,1676900,,,59700,1948800,2078600,2724900
7/3/2019,5246100,2725800,4881900,4954500,2794500,3229500,2035500,2307400,3105300,1584500,4435200,1880400,6255300,5638000,6382800,1001800,3235500,4011000,584800,1970707,,1354600,,836900,,1226400,642800,146748,,1206700,7437900,9106200,6179500,,3190000,412100,,3174300,5873800,,,,,,,219950,10900,406500,7700,2404580,208300,921900,,,36000,870100,1445700,2397000
7/5/2019,6880800,3458900,4584300,5885500,5390500,3414000,1956000,1653400,3503400,1951800,5613200,1597600,8454700,5317400,7194400,1155000,8024100,4754100,1355900,3028570,,1612600,,1065000,,1287000,627300,193198,,1716200,8562800,13784800,5882400,,3583000,275300,,2855000,11876100,,,,,,,318160,15500,495700,3500,3038020,272800,826000,,,54500,1481800,1803300,2105400
7/8/2019,7876100,3505200,7176000,10899100,3219400,4642200,3044500,2320500,4869100,3622900,4740300,2655600,14363000,8368800,7711600,1116500,6944300,7030300,804200,2761786,,2544700,,1150700,,1688500,812700,358346,,5475800,16009000,14930500,8341900,,3273500,331100,,22348700,7045900,,,,,,,509840,11100,809400,12000,8193140,782200,1270700,,,79000,2404600,1311600,3256400
7/9/2019,7863000,3955600,6057000,8699200,2626900,4702500,2369900,2654600,5811500,3473200,7461100,1878200,13350800,8998100,7237200,1653400,5497900,4639800,1006300,4397971,,3316800,,1780500,,1770900,1780600,224672,,1590500,9946500,11452100,8260600,,4012200,403900,,2528100,10063500,,,,,,,442210,14600,411800,4800,3341400,748000,1349300,,,859000,1250100,3803400,5992500
7/10/2019,8077400,4743500,5983900,7003300,4298700,3963100,1954600,2976800,6074800,2234200,7594700,2349000,15516200,13145000,7363700,1200700,6288600,5116800,1097200,5857824,,2911100,,2174900,,1686200,1123900,278924,,2385300,15223600,15544000,9843200,,2710400,539100,,3579300,8248900,,,,,,,604440,16400,795000,4900,4132700,326700,3756200,,,148300,1000900,3481400,6807000
7/11/2019,6404000,3548000,4194600,9695200,3640300,4144700,2446600,2782400,4450600,3322800,6399400,1367900,12268800,12844400,5848600,1126500,4659400,4207300,1230900,4789613,,4157500,,2760300,,1951100,2157700,158844,,1431200,14372600,25544300,8952200,,3557800,304900,,4092700,7711100,,,,,,,770570,20400,392500,7200,5188120,297900,1752400,,,159600,1672900,1470500,11520800
7/12/2019,6139000,3974400,4806300,6788100,2393000,3792000,1842400,1769500,3864300,2563700,9102800,1764100,11853900,9298300,7002900,1033100,3776400,4853500,1243600,2303078,,4233200,,2414500,,1376800,1123200,348166,,1231800,11952400,21877700,5656800,,2358900,350500,,2453600,7308200,,,,,,,282490,7800,736500,4500,3588360,216700,1171700,,,65200,1314900,2217500,5508400
7/15/2019,7116400,3739200,5051000,6903800,3432500,5764200,3089500,2513500,5132700,3081300,10130400,2163600,13114400,10602300,9323200,1061400,3141600,5786100,1075200,2395277,,5618000,,1540000,,1542400,1071700,227348,,2177600,12073600,14540100,9614500,,2117200,428900,,3107300,8685400,,,,,,,5724450,15500,918700,4000,4845020,156800,1723800,,,119400,1366100,1975500,3574700
7/16/2019,10197400,4697600,6011300,9257000,3012000,6097600,2625600,1772900,9328600,5331900,8790200,1964800,9675800,13494400,11431900,1347800,8309900,7598100,1652000,4869984,,5273200,,3085400,,1925600,1386600,354668,,2584000,20718100,14502500,10310700,,2533700,399900,,3370000,18828700,,,,,,,5569110,5100,984200,4900,4871520,515600,864900,,,149300,4597200,1593200,5868300
7/17/2019,7419300,3874200,7055900,12523600,3693500,4609600,2254400,2954900,6688900,8302000,7615300,3705200,12759600,12659200,12724100,987000,4842900,5634600,1230500,3603130,,3505300,,2993500,,1995700,1289900,265416,,2280300,14993300,20559500,7586900,,2664800,747300,,5097200,16588900,,,,,,,4145800,19800,1356500,6500,3922360,445800,1450400,,,33800,2458000,3434600,3829900
7/18/2019,11424500,5770700,5711600,13563000,3330800,4279500,2468000,2060100,6281300,11212900,9688500,2818200,12674400,23602000,9857400,1570800,9288200,6051400,1418600,3292262,,2692800,,2548800,,1908200,1246300,270702,,2459700,19202200,21901800,11082200,,3369000,464500,,5432000,16657000,,,,,,,3355550,24000,1810400,4500,3963440,433100,2133500,,,44200,1454600,2368300,4825700
7/19/2019,11243100,4880900,5136000,12811700,3130200,3284800,3972900,1903100,5383300,5471900,7196300,3940400,17145600,14109800,9224100,1117500,8065500,6905300,1141900,4289510,,4246200,,2588500,,1881500,886500,228718,,2134600,12845800,14953600,13480700,,2653700,462500,,4430900,23033200,,,,,,,1695320,16800,560000,5900,4369540,406100,3238600,,,18600,5996300,2120700,6401800
7/22/2019,8368800,3275800,3320500,10961200,3331000,2725800,1966800,2346700,4301400,4344400,5995900,1733900,28286300,8897000,10073300,1350600,3533900,4518100,981600,4309267,,4389000,,4361300,,1552600,954200,183626,,1977100,14740200,14171100,11865600,,2422000,384600,,2868800,10212800,,,,,,,2200960,7100,268300,8100,3321280,496600,2019100,,,33900,4633000,2252900,4208600
7/23/2019,8551200,4295300,4431900,10610500,2908200,3649900,1873800,2902200,5686600,4163300,5822600,1710800,18363400,9347300,7851800,1008100,3310800,7234600,738900,7056269,,5972500,,2699400,,1203700,1678800,277950,,2032600,13983100,15649200,6711600,,2498300,469100,,2757000,10334400,,,,,,,2100720,34000,1493000,9800,2792420,255200,3281300,,,19600,3522700,2278000,3665600
7/24/2019,8260200,4796900,4405000,10763300,1849300,7114300,2924400,4002300,7909300,2889200,6096000,2831000,12981900,9142300,8340300,791200,4433100,6577200,802700,3839270,,3567700,,3595200,,1255900,1560900,214056,,2274100,10545600,22123500,4538600,,3635900,851700,,2947900,10731900,,,,,,,2172890,16600,1096800,7000,3758200,374200,875400,,,71700,2788900,3601500,3065500
7/25/2019,9083900,4586800,5019300,7701100,2945100,5127200,3649000,5248400,9290500,3396000,6627400,3004900,12426200,9062200,8621600,1487700,3618800,5530200,1127400,8995661,,4916400,,2850100,,1697100,2652900,362002,,2590200,18345600,31058300,10724700,,5469500,709800,,3051600,11490800,,,,,,,1295090,28300,1668500,10100,3813640,738300,2258100,,,101300,2083400,3911300,3711800
7/26/2019,7677300,6971700,6704100,6731100,3026100,3452900,2267300,2712500,20259900,3898300,5452200,2638700,6551500,16583800,7039900,1453900,4457000,4823600,1005500,4172986,,4612900,,1689700,,1496600,1744800,208572,,3195000,13024500,32737400,10629300,,5378100,468500,,3327100,15529400,,,,,,,1462490,19400,902200,3200,6313040,606400,1532100,,,71400,3826300,4613600,8128800
7/29/2019,7091900,4377500,6597500,6549500,3407000,4604200,2275200,2013600,10763500,2924700,6412100,6014900,12261500,15285100,9132800,1403000,5418200,5301700,1186300,2934758,,5581400,,2138700,,2474700,1487100,265232,,3163300,23337300,36676600,16803900,,8146400,563700,,5127000,21228100,,,,,,,1375410,10300,754500,8800,5796240,3307500,4752100,,,90200,6690000,4796900,11195500
7/30/2019,6961200,3871700,5927800,9256500,3707600,3746300,1465900,2589800,8156400,6000100,7420300,3322400,17794400,14444300,11972700,1420000,5125800,6911300,1311900,5580288,,15818300,,3251100,,1923200,1229900,546246,,4295000,33206300,40474100,16893500,,20581500,507100,,4349300,26460100,,,,,,,1226210,95400,818400,9800,7454780,820500,2375100,,,53500,2945700,3686600,8526500
7/31/2019,13104600,7199500,8268500,10673300,3144300,5682200,2415900,3217900,18840700,7307200,12342300,4855800,13557400,20274000,9589600,1629200,6042300,5991300,1473000,4043021,,10882500,,3585800,,4271100,2528600,432142,,4064000,26687000,30212700,12548400,,13611300,471800,,4464100,18257800,,,,,,,1284280,51900,1069500,27800,9069580,5149700,2193000,,,61600,2201900,3393400,7050800
8/1/2019,17132800,7928400,7924200,13280000,8080000,8254600,2153200,4233900,14781800,6346400,14069700,4215600,16509400,21456400,16134900,3794600,8212100,9688500,4983800,5581094,,6599600,,3724900,,3845600,1672600,228048,,7532700,23085200,30866200,16462200,,6599300,559100,,5664800,14340000,,,,,,,1758830,44000,960500,37500,7603880,2672100,3202800,,,144400,2878700,4468100,10325400
8/2/2019,21376700,9026200,7697700,8738200,6795800,5094700,2075600,3289900,12022300,5043200,12206900,3033900,14128600,15042800,14177800,2218700,4508700,7951200,2019200,5626656,,7434600,,1869000,,2183500,1270500,185952,,3206600,28754800,16942200,13351900,,4990000,341100,,6844600,8473000,,,,,,,965070,14900,613800,13900,5616220,1693000,2378700,,,357600,3202000,2484900,5925700
8/5/2019,19080900,8620300,7474600,10771600,5476400,8055900,3034800,5976300,14376400,4401200,9977700,3604400,13777200,18919500,16870700,2128100,5613300,8057700,2350900,5075213,,4611900,,2704700,,2560900,1567400,211308,,4143800,26873100,18940000,9363500,,7624500,580500,,5430300,16714000,,,,,,,1301310,26100,529400,18100,3611520,1216800,2780200,,,107400,2897500,2839400,5278900
8/6/2019,12282400,6788000,6166900,11639900,4257200,7722500,2164500,3328300,10998900,3429900,13008000,3075700,14552800,13971400,13255300,2390800,4861000,12237600,2593600,4608307,,3311800,,3045500,,1895500,1987300,242256,,4120300,26261700,19068600,12389500,,4250600,497000,,5643400,13534400,,,,,,,1714110,32800,924300,10800,5638100,1675900,2344000,,,143600,4963800,4423100,7595800
8/7/2019,15231100,6853700,9289600,12162700,5249900,9238000,2349800,4100500,13704000,4421600,16687000,4460300,16661000,20533700,20579100,4047800,6174800,13310200,3916400,6597696,,5068300,,3714900,,2850400,1947800,178040,,3903800,29911800,29300200,17550100,,6245400,852600,,6527000,13102900,,,,,,,1925160,13400,1539800,22800,5708700,2060600,3283400,,,121100,11328000,4764100,7451100
8/8/2019,14304100,8868100,7444800,10805500,6235200,7974700,2311900,3474200,10279400,4279500,23937100,2517600,17492900,18487900,20747000,2450600,5480300,10249000,4293900,5497632,,4229200,,8814500,,2434300,1727200,188956,,3229600,40430600,15987400,11387400,,4297900,374700,,4704700,10809000,,,,,,,1712920,50400,3097600,21500,5742880,1427000,4417700,,,78200,8615000,2564900,5045100
8/9/2019,13686600,5051700,5391700,7866600,2787800,4353800,2005600,3789700,7444700,3147200,9879700,2550500,13613200,14481300,11947800,1401900,3270800,7074500,1676100,3140794,,4230400,,5085100,,1750900,1756800,235806,,3775400,25003800,19627300,10901700,,3571800,401800,,4675600,9088600,,,,,,,1532470,47800,825200,19200,2946580,1159900,2123300,,,257000,3363700,2960000,8236500
8/12/2019,9542600,3936500,4726100,8030000,4615300,6857200,1967400,3011400,5845200,4479000,13456400,2365400,10673200,17046600,10451500,2164300,9281500,6449300,1870000,2638003,,3721900,,6125700,,2253800,1913300,261192,,2855600,25994700,18715200,7355500,,2901200,407700,,2849800,7016800,,,,,,,1158070,55200,793600,13200,5045180,547400,1568900,,,93400,2930400,3023800,5343300
8/13/2019,12403300,5806400,6461800,11075400,4881100,5233100,2267800,3099000,7823300,3328000,17633500,2710600,12404600,15399500,11807500,2017400,15545900,8900700,1796900,4790285,,3299900,,5637600,,2069000,1987300,409664,,3164100,24699200,25375400,16498900,,4652800,342300,,3216000,9389600,,,,,,,1678870,55500,595100,17700,8251560,1579000,2776000,,,79600,2055400,2832400,9398000
8/14/2019,18114400,7175600,7851800,12761500,6971500,9399100,2529800,3912400,9292800,5437400,16953400,2874600,18264700,15012600,14325700,1910400,6008300,6910300,1783100,6994176,,4851400,,4242000,,2742300,1843200,444906,,3938700,32289100,15716300,8697900,,4220800,377100,,3902700,10631900,,,,,,,2571040,27600,913100,27900,6099760,1856300,3862700,,,109700,5380600,2621700,13111200
8/15/2019,12874400,6272600,6069800,20155700,4008300,6292800,2089900,3082200,10311300,7326700,9352900,2434500,21154700,10636000,12160400,1179200,5149100,7200700,1531100,6590035,,4871400,,3697300,,1300000,1232200,248716,,2719700,25204300,11968700,11193700,,3314000,407200,,3146300,9733200,,,,,,,1423010,35500,1914100,22900,7526620,2443600,2130600,,,58300,3209300,2685300,8325700
8/16/2019,12649000,6239100,5273200,13561300,2540900,5028400,2118400,2697500,10550700,6012700,8513800,2387700,14359600,10532400,10589500,1223200,5316900,7774400,1302500,4301741,,3649200,,4733700,,2117100,1383900,295946,,3308800,21668100,16538600,8866500,,3299300,338700,,3258600,10994100,,,,,,,1842690,38300,2225900,7900,5018280,1406500,2455800,,,49300,3520900,2031700,8754500
8/19/2019,10032800,6443700,9315400,11073600,3530000,5335800,2747900,2835300,10423800,4087000,9850700,4036100,13001000,11649700,9857300,1218400,5531700,5236100,1109000,3070771,,3818400,,2692300,,1677800,1662400,269756,,2814900,29052100,16882600,8306400,,5791700,359900,,4881100,12232100,,,,,,,1317190,16100,1110400,12700,4375240,1071200,3139400,,,88900,3330000,2542100,6923400
8/20/2019,9743500,5150900,5297700,7770100,3039100,4452100,1904500,2572600,7362500,4000000,7379100,2414000,8284200,11233700,8523900,1001800,2915100,6936700,1034000,3900288,,3099900,,2146100,,1579000,1246800,182714,,1553300,20561400,12786300,8036100,,3066800,524000,,2634000,8542000,,,,,,,1076180,10600,985000,5500,3076000,1076000,2911300,,,79300,1893200,2103100,4990500
8/21/2019,10134200,4578400,6044600,6427200,2886800,3815900,1988300,2409400,10310700,2906000,8500300,2961500,10964700,14030100,11895900,1291400,5031300,5745400,961700,2523360,,2500900,,2374300,,1971000,901500,185046,,1759400,17022300,13983000,6186000,,4344200,678000,,3520700,7565600,,,,,,,1146210,32900,832400,8700,2815180,1469200,2155900,,,100700,3298200,2666400,4573900
8/22/2019,8972000,4362100,4316200,6975600,2299800,3311900,1946100,2307600,5790900,4029700,5863400,1386500,13271100,12004300,7948200,821700,4558300,5894800,905500,3295488,,3484400,,1850700,,1809600,1240700,202200,,1548700,16596600,14546800,8087600,,3154600,388800,,2337400,10445500,,,,,,,802460,34300,970100,13200,3601200,1462400,1167900,,,92800,2027100,3860300,2673300
8/23/2019,15371900,7653400,7133400,13952100,5160000,6215200,3305100,3508000,8263800,5048700,12545900,3797100,14091600,16647200,14130800,1440200,7435100,9246700,1817400,4778726,,5497000,,3209500,,2500800,1469300,271520,,2465200,22348400,16442100,11255800,,4578300,325900,,5000300,14135600,,,,,,,1488630,25400,1333100,10700,5058980,738900,2092300,,,103400,2256000,5817100,2965600
8/26/2019,7343900,3966400,4989100,11611200,2688200,9283900,1568100,2912900,5756600,4018400,8304200,1796200,12999100,9681100,8680100,1123500,4647400,9275800,1659800,8931552,,2920300,,3038400,,1395800,1056300,188222,,1624300,14814500,18731400,9353300,,2965400,273400,,3218800,14270300,,,,,,,1011820,34300,797100,11800,4504180,761400,1683900,,,232800,1947200,2704500,2340100
8/27/2019,9490900,4237100,5342100,10000600,2649300,3927000,2586000,3700300,8321000,3887400,7322200,1988700,10316700,17853600,8011800,1935600,5230000,6666700,1528600,7352352,,3062900,,2573000,,1481700,1924000,165056,,1977800,13485800,14387100,16020300,,2413200,243500,,2973700,12506500,,,,,,,1410420,73300,1576100,14700,5413300,825900,1466800,,,77400,2927800,2338500,4649000
8/28/2019,9647400,4153500,4880300,11557000,3055900,4258100,2318100,2125800,5692400,4271400,7084700,2939900,14771300,10081300,9074700,1039000,3999400,5824800,1760500,8858035,,3487200,,2451000,,1672200,2075000,218058,,1731300,18253300,17941800,11641600,,2880500,308600,,3794700,12060800,,,,,,,1773990,41900,1057800,16200,6270480,1055600,2587700,,,131000,6741600,3507800,4104600
8/29/2019,9004100,4467300,6401900,12614300,3726700,8793600,2372500,2660000,6322100,3308500,6651300,2793700,13070400,9894900,10028700,1189800,4466900,6215100,1333000,5862797,,4869700,,1714700,,1672600,1997200,187756,,1837700,15215700,17974000,9507200,,4263300,249600,,2784000,13119000,,,,,,,1070820,33600,921600,16000,5215660,1463300,1916800,,,135300,4644900,1477400,3593800
